station,province,rows,status,lat,lon,n_neighbors,neighbor_spread_km,rail_dist_km
Kilby,MANITOBA,1,interpolated,50.236667,-99.730833,3772,114.8,
Douai,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Bluff Centre,ALBERTA,1,too_few_neighbors,,,0,,
Airedale,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Amberley,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Adine,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Hummell,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Longstaff,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
St. Kilda,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Fahler,ALBERTA,1,interpolated,55.170833,-117.270139,258,119.2,
Commerce.....*,ALBERTA,1,too_few_neighbors,,,0,,
Rigworth,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Siding 4.4,ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Willenhall,ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Winnipeg... Mfg. E,MANITOBA,1,interpolated,50.236667,-99.730833,3772,114.8,
Engen,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Luella,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Medicine Hat Mig. E,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Pushley,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Wellsdale,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Edmonton Mig. E,ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Madiil,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Edenbridge,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Melfort Extension Mile 10-4,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Battleford Mfg. E,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Dodsland Subdivision,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
M.P. 50-3,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Medicine Hat Mfg. E,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Alliance Branch Mile- age 10,ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Poc,ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Piché,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Crowtherview,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Lawrence Siding,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Mile 102-2 Tisdale Sub. Div,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Mileage 10 N.E. of Whittome,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Gabriel,ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Mileage 10..... (Alliance Branch),ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Rca,MANITOBA,1,interpolated,50.236667,-99.730833,3772,114.8,
Eddyside,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Leahurst (Hood),SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
"Sdg. No. 1, Lanigan",SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Lawrence,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Mile 102.2 Tisdale Sub Div,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Mileage 10 N. E. of Whittome,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Siding 10..... (Alliance Branch),ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Broro,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Clonmel,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Council,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Diana,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Engen Sdg,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Hazel Cliffe,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Patrick Sdg,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Pontiox,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Radium,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Aliz,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Ashdown,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Argyle,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Beaver,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Birdtail Creek,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Brumlie,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Butler,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Cardale,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Cordova,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Decker,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Dropmore,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Dufresne,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Elie,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Elliots,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Golden Stream,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Groose Isle,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Hope Farm,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Howden,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Jordan,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Katrim,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Laurier,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Lavenham,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Lena,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Makaroff,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Mayfield,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Menzies,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Methven Junction,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Minitonas,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
McLean,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Neelin,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Petrel,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Pleasant Point,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Riding Mountain,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Rounthwaite,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Rufford Siding,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
St. Anne,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
St. Agathe,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
*St. Boniface,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
St. Rose du Lac,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Shellmouth,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Silver Plains,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Smith Spur,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Stephenfield,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Underhill,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Union Point,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Valley River,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Wassawa,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Woodnorth,BRITISH COLUMBIA,1,interpolated,49.183333,-122.55,37,74.8,
Ballock,SASKATCHEWAN,1,interpolated,51.581741,-106.213034,5221,172.2,
Lindstrom,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Stations. 1,ONTARIO,1,interpolated,48.354336,-89.262676,322,8.8,
Stations 2,ONTARIO,1,interpolated,48.354336,-89.262676,322,8.8,
Hordeon,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Council,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Patrick Sdg,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Tatugua,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Fusilier,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Strathmead,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Elliotts,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Mile 68 Wakopa Extn,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Wassawa,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Bayard,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Beatty,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Brancepath,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Bresaylor,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Browning,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Bryant,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Carlsberg,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Carmel,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Clayband,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Cullen,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Dalzell,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Dana,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Davis,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Duck Lake,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Elswick,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Findlater,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Hyas,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Invermay,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Jameson,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Kelso,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Kingford,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Kipling,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Langbank,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Lickford,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Lovat,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Mennon,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Meota,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Merid,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Mervin,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Parkman,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Paswegin,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Prince,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Ritchie,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Runnymede,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Ryerson,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Spring Valley,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
St. Brieux,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Strong's Siding,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Tiny,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Valparaiso,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Vandura,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Weldon,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Wordsworth,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Beiseker,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Bremner's Sdg,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Grainger,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Mirror,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Nestor,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
New Norway,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Poe,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Shonta,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Trochu,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Wainwright,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Stations. 2,ONTARIO,1,interpolated,48.354336,-89.262676,322,8.8,
Stations. 2,QUEBEC,1,interpolated,45.508822,-73.554077,9,0.0,
Ipswich Sdg,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Ambassador,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Brora,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Brightmore,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Cadillac,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Clenmel,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Court,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Chrysler,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Crichton,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Diana Siding,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Dumas,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Engen Siding,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Fusileer,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Fertile,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Govenlock,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Hazelcliffe,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Keppel,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Noelby,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Outram,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Patrick Siding,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Plassey,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Ravensorag,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
South Fork,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Stelcam,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Tatagua,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Vidora,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Airdrie,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Barnwell,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Bideford,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Bittern Lake,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Bowden,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Bradshaw's Sdg,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Brooks,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Bindloss,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Clive,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Commerce,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Cowley,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Crowfoot,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Czar,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Daysland,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Dalemead,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Diamond City,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Duchess,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Ellerslie,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Enebant,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Ensign,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Erskine,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Etizicam,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Fincastle,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Fleet,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Gadsby,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Glenbow,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Hussar,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Innisfail,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Keoma,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Lundbreck,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Millet,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Morningside,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Metiscow,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Millicent,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Olda,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Pearce,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Pancras,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Patricia,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Pakawki,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Redcliff,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Tees,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Throne,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Tilley,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Titian,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Tudor,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Walsh,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Wilson,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Watts,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Newton Sdg,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Rufford Sdg,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Blamo,SASKATCHEWAN,1,interpolated,51.581741,-106.213034,5221,172.2,
Dingman,SASKATCHEWAN,1,interpolated,51.581741,-106.213034,5221,172.2,
Pasweigen,SASKATCHEWAN,1,interpolated,51.581741,-106.213034,5221,172.2,
Hyas,ALBERTA,1,interpolated,52.583889,-112.300833,1500,125.9,
Scotsville,ALBERTA,1,interpolated,52.583889,-112.300833,1500,125.9,
Arrow River,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Barr,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Caye,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Dugald,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Firdale,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Fortier,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Gregg,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Harte,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Ingelow,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Knox,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Levine,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Oakner,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Rea,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Adams,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Archydal,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Asquith,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Avonhurst,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Balcarres,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Bremen,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Breeze,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Brough,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Burdick,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Beaufield,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Cana,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Cando,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Carruthers,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Deborah,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Dodsland,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Duff,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Duro,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Eastview,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Edenwold,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Elcott,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Finnic,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Fort Qu'Appelle,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Franksberg,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Gallivan,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Gillespie,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Grandora,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Greene,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Grayburn,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Hoey,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Hoosier,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Hubbard,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Hawoods,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Innes,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Jasmin,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Lebret,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Lerose,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Lorlie,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Lydden,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Mansur,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Muscow,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Pattee,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Peoples,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Pollocks Siding,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Rowletta,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Rutan,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Ruthilda,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
End of Steel,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Sidmar,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Sander,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Tatsfield,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Undora,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Vera,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Yarbo,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Youngs Siding,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Zehner,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Zeneta,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
North Transcona Canadian Pacific Railway,ALBERTA,1,interpolated,55.170833,-117.270139,258,119.2,
*Moose Jaw..... Canadian Government Elevator,ALBERTA,1,interpolated,55.170833,-117.270139,258,119.2,
*Saskatoon..... Canadian Government Elevator,ALBERTA,1,interpolated,55.170833,-117.270139,258,119.2,
*Calgary..... Canadian Government Elevator,ALBERTA,1,interpolated,55.170833,-117.270139,258,119.2,
Stations. 4,ALBERTA,1,interpolated,55.170833,-117.270139,258,119.2,
Port Arthur,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Prince Albert East,SASKATCHEWAN,1,interpolated,51.581741,-106.213034,5221,172.2,
SpruceGroveCentre,ALBERTA,1,interpolated,52.583889,-112.300833,1500,125.9,
Pollock's Sdg,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
North Transcona Canadian Pacific Railway Elevator,ALBERTA,1,too_few_neighbors,,,0,,
Pt. McNicoll,ONTARIO,1,interpolated,48.354336,-89.262676,322,8.8,
Glenifer,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Landsur,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Moorspark,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Vareec,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Katrin,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Vitich,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Res,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Astam,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Husch,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Hunce,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Carlsborg,SASKATCHEWAN,1,interpolated,51.581741,-106.213034,5221,172.2,
Jurson,SASKATCHEWAN,1,interpolated,51.581741,-106.213034,5221,172.2,
Parkinan,SASKATCHEWAN,1,interpolated,51.581741,-106.213034,5221,172.2,
Ft. Qu'Appelle,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Nomokis,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Rosietta,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Sarriar,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
