station,province,lat,lon,elevator_rows,n_owners,n_years,first_year,last_year,top_owner,top_rail,max_capacity_bushels,coord_source
Bodo,ALBERTA,52.15333,-110.07917,13,4,4,1939,1943,Searle Grain Co Ltd,Canadian National Rys,40000,cgn_direct
Mayfield,MANITOBA,50.11833,-98.99944,12,4,12,1911,1924,Wiley Low & Co Ltd,Canadian Northern Ry Co,6000,agent_high
McNutt,MANITOBA,51.08426,-101.60359,12,4,4,1911,1914,N Bawlf Grain Co,Canadian Northern Ry Co,30000,agent_high
Elswick,SASKATCHEWAN,49.3667,-103.533,12,5,12,1912,1941,Saskatchewan Pool Elevators Ltd,Canadian Northern Ry Co,35000,wikipedia_ghost_sk
Donalds,ALBERTA,52.58361,-112.57417,12,6,5,1912,1940,Gillespie Elevator Co,Canadian National Rys,48000,agent_high
Oak Bank,MANITOBA,49.94361,-96.84278,12,1,12,1915,1929,Western Canada Flour Mills Co Ltd,Canadian Pacific,20000,cgn_direct
Wheatlands,MANITOBA,50.01667,-100.29556,12,3,8,1916,1926,Western Canada Flour Mills Co Ltd,Canadian Pacific,35000,agent_high
Brumlee,MANITOBA,50.24917,-100.39444,12,2,12,1917,1930,Canadian Elevator Co Ltd,Canadian National Rys,40000,agent_high
Camper,MANITOBA,51.07083,-98.26,12,2,12,1917,1930,Midland Grain Co Ltd,Canadian National Rys,20000,cgn_direct
Deerwood,MANITOBA,49.39778,-98.38639,12,3,11,1921,1943,Canadian Elevator Co Ltd,Canadian National Rys,32000,cgn_direct
Chrysler,SASKATCHEWAN,51.16674,-102.39553,12,3,12,1915,1943,N Bawlf Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Pascal,SASKATCHEWAN,53.51294,-107.14606,12,4,11,1917,1941,Scottish Co-operative Wholesale Society Ltd,Canadian Pacific,31000,cgn_direct
Thrasher,SASKATCHEWAN,51.37037,-107.99601,12,6,8,1923,1930,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Souris River,SASKATCHEWAN,49.08743,-102.27152,12,2,11,1923,1941,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Chumah,MANITOBA,50.16806,-100.69361,12,3,11,1924,1943,Northern Elevator Co Ltd,Canadian Pacific,35000,cgn_direct
Floors,MANITOBA,50.11056,-100.29917,12,2,11,1924,1943,Northern Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Chipperfield,SASKATCHEWAN,51.28931,-108.25405,12,2,11,1924,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Edgeworth,SASKATCHEWAN,49.72416,-104.95128,12,2,11,1924,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Fishing Lake,SASKATCHEWAN,51.80892,-103.60338,12,2,11,1924,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,20000,cgn_direct
Penkill,SASKATCHEWAN,51.31365,-108.629,12,2,11,1924,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Eyre,SASKATCHEWAN,51.27359,-109.81516,12,3,11,1924,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,40000,cgn_direct
Lett,SASKATCHEWAN,52.20395,-108.19287,12,2,11,1924,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Hamlet,ALBERTA,51.16083,-113.24944,12,2,11,1924,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Kirkpatrick,ALBERTA,51.49,-112.82944,12,2,11,1924,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,40000,cgn_direct
Pivot,ALBERTA,50.40417,-110.04722,12,2,11,1924,1943,Federal Grain Ltd,Canadian Pacific,30000,cgn_direct
Fawcett,ALBERTA,54.54056,-114.09472,12,2,11,1924,1943,Searle Grain Co Ltd,Canadian Northern Alberta Ry Co,30000,cgn_direct
Rorketon,MANITOBA,51.38944,-99.58861,12,1,10,1925,1943,United Grain Growers Ltd,Canadian National Rys,32000,cgn_direct
Shevlin,MANITOBA,51.19389,-101.20833,12,3,10,1925,1943,British America Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
North Transcona,MANITOBA,49.92361,-97.00056,12,6,11,1913,1943,Eastern Terminal Elevator Co Ltd,Canadian National Rys,1000000,cgn_direct
Littlegem,ALBERTA,51.73944,-110.97861,12,3,8,1927,1943,Alberta Pacific Grain Co Ltd,Canadian National Rys,35000,cgn_direct
Roma,ALBERTA,56.20639,-117.42167,12,4,8,1927,1943,National Grain Co Ltd,Canadian Northern Alberta Ry Co,31000,cgn_direct
Burr,SASKATCHEWAN,52.04603,-105.13749,12,2,6,1929,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,35000,cgn_direct
Rex,SASKATCHEWAN,53.44586,-109.93205,12,2,6,1929,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,35000,cgn_direct
Tunstall,SASKATCHEWAN,50.15425,-109.7801,12,2,6,1929,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,35000,cgn_direct
Bjorkdale,SASKATCHEWAN,52.70907,-103.64481,12,2,6,1929,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Mont Nebo,SASKATCHEWAN,53.28338,-106.85057,12,3,6,1929,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,40000,cgn_direct
Parkerview,SASKATCHEWAN,51.35394,-103.23295,12,6,6,1929,1943,United Grain Growers Ltd,Canadian National Rys,35000,cgn_direct
Legend,ALBERTA,49.48444,-111.60972,12,3,6,1929,1943,Alberta Wheat Pool,Canadian Pacific,41000,cgn_direct
Norma,ALBERTA,53.71278,-112.06,12,2,6,1929,1943,Pioneer Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Wilna,ALBERTA,54.11667,-111.92083,12,6,3,1920,1940,Alberta Pacific Grain Co Ltd,Canadian National Rys,56000,agent_medium
Gronlid,SASKATCHEWAN,53.10013,-104.46404,12,5,5,1930,1943,Searle Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Minton,SASKATCHEWAN,49.1652,-104.58318,12,2,5,1930,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,45000,cgn_direct
Gouldtown,SASKATCHEWAN,50.6167,-107.21732,12,2,5,1930,1943,United Grain Growers Ltd,Canadian National Rys,32000,cgn_direct
Lepine,SASKATCHEWAN,52.62929,-105.58398,12,3,5,1930,1943,United Grain Growers Ltd,Canadian National Rys,32000,cgn_direct
Main Centre,SASKATCHEWAN,50.58329,-107.34567,12,2,5,1930,1943,Searle Grain Co Ltd,Canadian National Rys,40000,cgn_direct
Smuts,SASKATCHEWAN,52.43495,-106.11451,12,3,5,1930,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,45000,cgn_direct
Allingham,ALBERTA,51.70278,-113.59528,12,2,5,1930,1943,United Grain Growers Ltd,Canadian Pacific,32000,cgn_direct
Farrow,ALBERTA,50.68694,-113.40583,12,2,5,1930,1943,Independent Grain Co Ltd,Canadian Pacific,50000,cgn_direct
Madden,ALBERTA,51.43417,-114.28056,12,4,5,1930,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Dreau,ALBERTA,55.74861,-117.29333,12,4,5,1930,1943,United Grain Growers Ltd,Canadian Northern Alberta Ry Co,32000,cgn_direct
Hines Creek,ALBERTA,56.24639,-118.605,12,5,4,1939,1943,Midland & Pacific Grain Corp Ltd,Canadian Northern Alberta Ry Co,56000,cgn_direct
"Fort William..... (See pages 183, 184 and 185)",ONTARIO,48.35434,-89.26268,12,12,1,1939,1939,Ogilvie Flour Mills Co Ltd,,7500000,cgn_direct
Michichi,ALBERTA,51.58528,-112.53361,12,4,3,1940,1943,Alberta Wheat Pool,Canadian National Rys,72600,cgn_direct
"Fort William..... (See pages 192, 193, 194)",ONTARIO,48.35434,-89.26268,12,12,1,1940,1940,Ogilvie Flour Mills Co Ltd,"Hamilton, Grimsby & Beamsville Electric Ry Co",7500000,cgn_direct
"Fort William..... (See pages 185, 186 and 187)",ONTARIO,48.35434,-89.26268,12,12,1,1943,1943,Ogilvie Flour Mills Co Ltd,,7500000,cgn_direct
§St. Boniface,MANITOBA,49.875,-97.07972,11,9,2,1911,1913,Manitoba Linseed Oil Mills,Canadian Pacific,1000000,cgn_direct
Brumlie,MANITOBA,50.24917,-100.39444,11,4,10,1911,1943,Canadian Consol Grain Co Ltd,Canadian Northern Ry Co,32000,cgn_direct
Harte,MANITOBA,49.98556,-99.46722,11,4,11,1911,1921,Scottish Co-operative Wholesale Society Ltd,Grand Trunk Pacific Ry Co,30000,cgn_direct
Norman,MANITOBA,50.06528,-100.45167,11,3,11,1911,1921,Atlas Elevator Co Ltd,Grand Trunk Pacific Ry Co,30000,cgn_direct
Lovat,SASKATCHEWAN,50.176,-103.043,11,2,11,1912,1923,British America Elevator Co Ltd,Canadian Northern Ry Co,25000,lynch_map_interp
Moorepark,MANITOBA,50.06639,-99.77944,11,2,9,1919,1930,Lake Of The Woods Milling Co Ltd,Canadian Pacific,30000,cgn_direct
Kane Siding,MANITOBA,49.35444,-97.72722,11,4,7,1918,1925,Canadian Elevator Co Ltd,Canadian National Rys,32000,agent_high
Peebles,SASKATCHEWAN,50.15941,-102.94746,11,3,10,1916,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Meyerthorpe,ALBERTA,53.95472,-115.13806,11,3,7,1921,1928,Alberta Pacific Grain Co Ltd,Canadian National Rys,35000,agent_high
Deerhorn,MANITOBA,50.77972,-98.04083,11,5,10,1923,1941,C E Maddin,Canadian National Rys,5000,cgn_direct
Charlton,SASKATCHEWAN,52.81297,-106.48831,11,2,8,1923,1930,United Grain Growers Ltd,Canadian National Rys,35000,agent_high
Spedden,ALBERTA,54.13861,-111.72556,11,2,11,1923,1943,Gillespie Grain Co Ltd,Canadian National Rys,30000,cgn_direct
Taylor Siding,ALBERTA,51.34417,-112.76028,11,1,10,1923,1941,Alberta Pacific Grain Co Ltd,Canadian National Rys,40000,agent_high
Alhambra,ALBERTA,52.34306,-114.6725,11,2,10,1924,1943,Searle Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Aspen Beach,ALBERTA,52.46139,-113.93861,11,1,10,1924,1943,United Grain Growers Ltd,Canadian Pacific,32000,cgn_direct
Forshee,ALBERTA,52.56111,-114.14722,11,1,10,1924,1941,United Grain Growers Ltd,Canadian Pacific,32000,cgn_direct
Bures,SASKATCHEWAN,49.68855,-104.87441,11,2,10,1925,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Golburn,SASKATCHEWAN,52.7545,-104.0207,11,2,10,1925,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,35000,cgn_direct
Booth Siding,SASKATCHEWAN,51.4167,-104.63389,11,3,5,1925,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,agent_high
Wallisville,SASKATCHEWAN,51.78786,-108.73309,11,2,10,1925,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Cochrane,ALBERTA,51.20667,-114.46694,11,1,10,1925,1943,United Grain Growers Ltd,Canadian Pacific,32000,cgn_direct
Bretona,ALBERTA,53.44917,-113.33167,11,2,10,1925,1943,Parrish & Heimbecker Ltd,Canadian National Rys,30000,cgn_direct
Jarvie,ALBERTA,54.45472,-113.98694,11,2,10,1925,1943,Federal Grain Ltd,Canadian Northern Alberta Ry Co,30000,cgn_direct
Excelsior,ALBERTA,53.77444,-113.49639,11,3,10,1925,1943,Parrish & Heimbecker Ltd,Canadian Northern Alberta Ry Co,20000,cgn_direct
Owen Sound,ONTARIO,44.56981,-80.93067,11,1,10,1925,1943,Great Lakes Elevator Co Ltd,Canadian Pacific,4000000,cgn_direct
Rufford,MANITOBA,50.145,-99.89361,11,1,9,1926,1943,United Grain Growers Ltd,Canadian National Rys,27000,cgn_direct
Baldwinton,SASKATCHEWAN,52.78341,-109.2674,11,6,8,1927,1943,Saskatchewan Pool Elevators Ltd Western Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Beaubier,SASKATCHEWAN,49.12663,-104.07944,11,6,8,1927,1943,Saskatchewan Pool Elevators Ltd Federal Grain Ltd,Canadian Pacific,35000,cgn_direct
East Coulee,ALBERTA,51.34056,-112.49917,11,4,7,1928,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,40000,cgn_direct
Chelan,SASKATCHEWAN,52.61007,-103.3984,11,3,6,1929,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Mildred,SASKATCHEWAN,53.35006,-107.33393,11,4,6,1929,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Middle Lake,SASKATCHEWAN,52.48277,-105.30791,11,2,5,1930,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,60000,cgn_direct
White Fox,SASKATCHEWAN,53.4528,-104.08573,11,4,5,1930,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,35000,cgn_direct
Calderbank,SASKATCHEWAN,50.61846,-106.85882,11,2,5,1930,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Sunny Glen,SASKATCHEWAN,52.32059,-109.29929,11,3,5,1930,1943,Searle Grain Co Ltd,Canadian National Rys,40000,cgn_direct
Yellow Creek,SASKATCHEWAN,52.75234,-105.24475,11,2,5,1930,1943,Searle Grain Co Ltd,Canadian National Rys,40000,cgn_direct
Dawson Creek,BRITISH COLUMBIA,55.76056,-120.23556,11,6,5,1930,1943,National Grain Co Ltd,Canadian Northern Alberta Ry Co,60000,cgn_direct
Porcupine Plains,SASKATCHEWAN,52.59579,-103.25425,11,3,3,1939,1941,Federal Grain Ltd,Canadian National Rys,35000,agent_high
Jordan,MANITOBA,49.37,-98.00222,10,4,9,1911,1943,Manitoba Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Stoney Beach,SASKATCHEWAN,50.46891,-105.16805,10,5,5,1912,1917,Saskatchewan Co-operative Elevator Coe,Grand Trunk Pacific Ry Co,30000,agent_high
Dalry,MANITOBA,49.09944,-100.9025,10,6,5,1915,1930,Western Canada Flour Mills Co Ltd,Canadian Pacific,45000,agent_medium
Balder,MANITOBA,49.38528,-99.24389,10,2,5,1920,1925,Dominion Elevator Co Ltd,Canadian National Rys,30000,agent_medium
Ericksdale,MANITOBA,50.86278,-98.10111,10,3,9,1917,1926,Lake Of The Woods Milling Co Ltd,Canadian Northern Ry Co,20000,agent_high
Glencairn,MANITOBA,50.6525,-99.30556,10,1,10,1917,1927,Northern Elevator Co Ltd,Canadian Northern Ry Co,35000,cgn_direct
Jordan Siding,MANITOBA,49.37,-98.00222,10,3,10,1915,1926,United Grain Growers Ltd,Canadian Northern Ry Co,30000,agent_high
Cassils,ALBERTA,50.57694,-112.04611,10,1,10,1919,1929,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Denhart,ALBERTA,50.67889,-111.39028,10,2,6,1916,1921,Midland Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Pakowki,ALBERTA,49.46472,-110.95444,10,3,7,1916,1923,National Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Alness,ALBERTA,51.65417,-111.73139,10,3,10,1914,1925,Home Grain Co Ltd,Canadian Northern Ry Co,30000,cgn_direct
Roycroft,ALBERTA,55.75583,-118.70861,10,5,8,1918,1928,Gillespie Grain Co Ltd,"Edmonton, Dunvegan & British Columbia Ry Co",40000,agent_high
Cygnet,ALBERTA,52.26444,-113.95694,10,1,10,1924,1941,United Grain Growers Ltd,Canadian Pacific,32000,cgn_direct
Largs,MANITOBA,50.26694,-99.92917,10,4,9,1926,1943,N Bawlf Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Leighton,MANITOBA,49.21917,-100.59944,10,2,9,1926,1943,Manitoba Pool Elevators Ltd,Canadian Pacific,32000,cgn_direct
Cathkin,SASKATCHEWAN,52.25499,-108.70186,10,2,9,1926,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Tatagwa,SASKATCHEWAN,49.65197,-104.00307,10,2,9,1926,1943,Federal Grain Ltd,Canadian Pacific,30000,cgn_direct
Tuberose,SASKATCHEWAN,50.90799,-108.09575,10,5,4,1926,1940,Saskatchewan Pool Elevators Ltd,Canadian Pacific,35000,cgn_direct
Brisbin,SASKATCHEWAN,51.66671,-107.66733,10,2,9,1926,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Grainland,SASKATCHEWAN,50.97969,-106.55,10,2,9,1926,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Kegworth,SASKATCHEWAN,50.18335,-103.01718,10,2,9,1926,1943,British America Elevator Co Ltd,Canadian National Rys,25000,cgn_direct
Medstead,SASKATCHEWAN,53.29852,-108.07963,10,1,9,1926,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Midnapore,ALBERTA,50.91806,-114.06389,10,3,9,1926,1943,Alberta Wheat Pool,Canadian Pacific,70000,cgn_direct
Nacmine,ALBERTA,51.46944,-112.7875,10,3,9,1926,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Netook,ALBERTA,51.87833,-114.04972,10,2,9,1926,1943,Gillespie Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Staplehurst,ALBERTA,53.35333,-110.08056,10,3,9,1926,1943,Alberta Wheat Pool,Canadian Pacific,57000,cgn_direct
Dowling,ALBERTA,51.77222,-111.99944,10,2,9,1926,1943,Alberta Wheat Pool,Canadian National Rys,69000,cgn_direct
Elspeth,ALBERTA,52.30778,-114.22056,10,3,9,1926,1943,Alberta Wheat Pool,Canadian National Rys,38000,cgn_direct
Esther,ALBERTA,51.6825,-110.26028,10,2,9,1926,1943,Alberta Wheat Pool,Canadian National Rys,69000,cgn_direct
Sabine,ALBERTA,52.2075,-112.60889,10,3,9,1926,1943,Alberta Wheat Pool,Canadian National Rys,30000,cgn_direct
Warden,ALBERTA,52.26,-112.7375,10,2,9,1926,1943,Alberta Wheat Pool,Canadian National Rys,40000,cgn_direct
Ellscott,ALBERTA,54.50306,-112.90111,10,2,9,1926,1943,Gillespie Grain Co Ltd,Canadian Northern Alberta Ry Co,30000,cgn_direct
Transcona,MANITOBA,49.89556,-97.00528,10,2,9,1918,1943,Dominion Malting Co Ltd,Canadian National Rys,1000000,cgn_direct
Unity..... (also C.P.R.),SASKATCHEWAN,52.44212,-109.15749,10,9,3,1928,1930,Security Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Tadmor,SASKATCHEWAN,51.83437,-102.47913,10,5,5,1915,1919,Northern Elevator Co Ltd,Canadian Northern Ry Co,30000,agent_high
Collingwood,ONTARIO,44.5014,-80.24071,10,3,8,1917,1943,Collingwood Terminals Ltd,Canadian Northern Alberta Ry Co,2000000,cgn_direct
Carragana,SASKATCHEWAN,52.58031,-103.11018,10,3,5,1930,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Iffley,SASKATCHEWAN,52.98341,-108.16733,10,5,5,1930,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,40000,cgn_direct
Cremona,ALBERTA,51.54556,-114.4925,10,4,5,1930,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,40000,cgn_direct
Sunnyslope,ALBERTA,51.64806,-113.55667,10,3,5,1930,1943,Searle Grain Co Ltd,Canadian Pacific,61000,cgn_direct
Gage,ALBERTA,56.13833,-118.50389,10,4,5,1930,1943,Alberta Wheat Pool,Canadian Northern Alberta Ry Co,35000,cgn_direct
Longburn,MANITOBA,50.115,-98.46444,10,2,4,1939,1943,Reliance Grain Co Ltd,Canadian National Rys,30000,cgn_direct
Arbuthnot,SASKATCHEWAN,49.8167,-106.90063,10,2,4,1939,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,35000,cgn_direct
Fosterton,SASKATCHEWAN,50.48338,-108.38403,10,3,4,1939,1943,Western Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Killdeer,SASKATCHEWAN,49.11669,-106.35059,10,2,4,1939,1943,United Grain Growers Ltd,Canadian Pacific,30000,cgn_direct
Leoville,SASKATCHEWAN,53.63151,-107.55138,10,2,4,1939,1943,Searle Grain Co Ltd,Canadian Pacific,40000,cgn_direct
Redfield,SASKATCHEWAN,52.95399,-107.75774,10,2,4,1939,1943,Searle Grain Co Ltd,Canadian Pacific,40000,cgn_direct
Burnham,SASKATCHEWAN,50.25973,-107.47133,10,3,4,1939,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Carlea,SASKATCHEWAN,53.14979,-103.90455,10,3,4,1939,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Cosine,SASKATCHEWAN,52.13955,-109.93128,10,2,4,1939,1943,United Grain Growers Ltd,Canadian National Rys,40000,cgn_direct
Deer Creek,SASKATCHEWAN,53.512,-109.57783,10,3,4,1939,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Frenchman Butte,SASKATCHEWAN,53.59052,-109.63656,10,3,4,1939,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Heart's Hill,SASKATCHEWAN,52.15007,-109.66743,10,2,4,1939,1943,Pioneer Grain Co Ltd,Canadian National Rys,40000,cgn_direct
Ibstone (formerly Charlton),SASKATCHEWAN,52.56673,-108.30068,10,2,4,1939,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Mullingar,SASKATCHEWAN,53.08351,-107.66186,10,2,4,1939,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Makwa,SASKATCHEWAN,54.00609,-108.90652,10,2,4,1939,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,29000,cgn_direct
Beaverhill,ALBERTA,53.80389,-112.86278,10,3,4,1939,1943,Parrish & Heimbecker Ltd,Canadian Pacific,30000,cgn_direct
Conrad,ALBERTA,49.51528,-111.98472,10,5,4,1939,1943,Alberta Wheat Pool,Canadian Pacific,66000,cgn_direct
Fitzallen,ALBERTA,53.54361,-112.05361,10,2,4,1939,1943,Alberta Wheat Pool,Canadian Pacific,31000,cgn_direct
Ireton,ALBERTA,53.2575,-113.64028,10,2,4,1939,1943,Midland & Pacific Grain Corp Ltd,Canadian Pacific,70000,cgn_direct
Fort Kent,ALBERTA,54.31083,-110.60444,10,2,4,1939,1943,Searle Grain Co Ltd,Canadian National Rys,52000,cgn_direct
Garden Plains,ALBERTA,51.87333,-111.80167,10,2,4,1939,1943,Pioneer Grain Co Ltd,Canadian National Rys,41000,agent_high
Glendon,ALBERTA,54.2525,-111.16028,10,2,4,1939,1943,Reliance Grain Co Ltd,Canadian National Rys,39000,cgn_direct
Edrans,MANITOBA,50.0525,-99.1375,9,5,8,1911,1918,Western Canada Flour Mills Co,Canadian Pacific,25000,cgn_direct
Forward,SASKATCHEWAN,49.63906,-104.46836,9,3,3,1911,1913,Golden West Grain Co,Canadian Pacific,30000,cgn_direct
Pilot Butte,SASKATCHEWAN,50.47704,-104.41731,9,4,9,1911,1919,Pioneer Grain Co Ltd,Canadian Pacific,25000,cgn_direct
Menzies,MANITOBA,50.53139,-100.49028,9,3,7,1911,1918,British America Elevator Co,Canadian Northern Ry Co,36000,agent_high
Humbolt,SASKATCHEWAN,52.20192,-105.12298,9,4,3,1911,1913,British America Elevator Co,Canadian Northern Ry Co,35000,agent_high
Dodds Siding,ALBERTA,53.23056,-112.54111,9,3,9,1911,1925,Prairie Elevator Co,Canadian Northern Ry Co,30000,agent_high
Knox,MANITOBA,49.99889,-99.97194,9,2,9,1911,1919,Security Elevator Co Ltd,Grand Trunk Pacific Ry Co,30000,cgn_direct
Oakbank,MANITOBA,49.94361,-96.84278,9,3,8,1912,1943,Manitoba Pool Elevators Ltd,Canadian Pacific,20000,cgn_direct
McRorie,SASKATCHEWAN,51.32538,-107.08758,9,4,3,1912,1914,Canadian Elevator Co,Canadian Northern Ry Co,30000,agent_high
Ashern,MANITOBA,51.18222,-98.34556,9,1,9,1920,1930,Parrish & Heimbecker Ltd,Canadian National Rys,20000,cgn_direct
Buncloody,MANITOBA,49.53611,-100.05222,9,2,9,1917,1928,Mccabe Elevator Co Ltd,Great Northern Ry Co,30000,agent_high
Rockaven,SASKATCHEWAN,52.67108,-108.87239,9,4,3,1920,1923,Saskatchewan Elevator Co Ltd,Canadian Pacific,30000,agent_high
Yeoman,SASKATCHEWAN,49.6439,-104.11831,9,1,9,1919,1928,International Elevator Co Ltd,Canadian Pacific,28000,cgn_direct
Béchard,SASKATCHEWAN,50.05003,-104.21722,9,3,3,1921,1924,Security Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Quebec,QUEBEC,46.81382,-71.208,9,4,8,1913,1943,National Harbours Board,"Hamilton, Grimsby & Beamsville Electric Ry Co",4000000,cgn_direct
Newton,MANITOBA,49.9275,-98.07806,9,1,8,1926,1941,United Grain Growers Ltd,Canadian National Rys,30000,cgn_direct
Ste. Anne,MANITOBA,49.66972,-96.64944,9,6,8,1916,1930,Western Grain Co Ltd,Canadian National Rys,10000,cgn_direct
Ste. Rose du Lac,MANITOBA,51.05944,-99.52333,9,4,4,1918,1929,United Grain Growers Ltd,Canadian Northern Ry Co,55000,cgn_direct
Minaret,ALBERTA,51.73556,-114.14194,9,2,8,1926,1943,Midland & Pacific Grain Corp Ltd,Canadian Pacific,35000,cgn_direct
Navarre,ALBERTA,52.89833,-113.40972,9,2,8,1926,1943,Reliance Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Rochester,ALBERTA,54.3725,-113.46056,9,2,8,1926,1943,Searle Grain Co Ltd,Canadian National Rys,42000,cgn_direct
Rhodes,MANITOBA,49.20222,-99.79278,9,2,8,1927,1943,Manitoba Pool Elevators Ltd,Canadian Pacific,32000,cgn_direct
