station,province,lat,lon,coord_source,year,n_elevators,total_capacity_bushels
Bradburn,MANITOBA,49.50097,-98.12542,lynch_map_interp,1923,1,25000
Bradburn,MANITOBA,49.50097,-98.12542,lynch_map_interp,1924,1,25000
Bradburn,MANITOBA,49.50097,-98.12542,lynch_map_interp,1925,1,25000
Bradburn,MANITOBA,49.50097,-98.12542,lynch_map_interp,1926,1,25000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1923,2,60000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1924,2,60000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1925,2,60000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1926,2,60000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1927,2,60000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1928,2,60000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1929,2,60000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1930,2,60000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1939,2,58000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1940,2,58000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1941,4,116000
Braddock,SASKATCHEWAN,50.10003,-107.38399,cgn_direct,1943,2,58000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1914,1,25000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1916,1,30000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1917,1,30000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1918,1,30000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1919,1,30000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1920,1,30000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1921,1,30000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1923,1,30000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1924,2,62000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1925,2,62000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1926,2,62000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1927,2,62000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1928,2,62000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1929,2,105000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1930,2,105000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1939,2,97000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1941,4,158000
Bradshaw,ALBERTA,49.31236,-113.11736,lynch_map_interp,1943,2,92000
Bradshaw Siding,ALBERTA,,,,1911,1,28000
Bradshaw Siding,ALBERTA,,,,1912,1,28000
Bradshaw Siding,ALBERTA,,,,1913,1,25000
Bradshaw's Sdg,ALBERTA,,,,1915,1,25000
Bradshaw.....(A),ALBERTA,,,,1940,2,99000
Bradu,SASKATCHEWAN,52.71889,-108.18628,agent_medium,1918,1,50000
Bradu,SASKATCHEWAN,52.71889,-108.18628,agent_medium,1919,1,50000
Bradwarden,MANITOBA,49.99556,-100.46361,agent_high,1917,3,64000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1912,3,77000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1913,3,77000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1914,3,77000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1915,3,77000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1916,3,76000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1918,3,64000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1919,2,57000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1923,2,57000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1924,1,0
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1925,2,64000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1926,2,57000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1927,3,105000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1928,3,105000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1929,3,105000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1930,2,70000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1939,1,0
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1940,2,60000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1941,4,120000
Bradwardine,MANITOBA,49.99556,-100.46361,cgn_direct,1943,2,60000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1911,3,90000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1912,3,90000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1913,3,90000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1914,3,90000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1915,3,90000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1916,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1917,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1918,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1919,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1920,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1921,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1923,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1924,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1925,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1926,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1927,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1928,4,120000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1929,4,123000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1930,4,123000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1939,4,117000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1940,4,117000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1941,8,234000
Bradwell,SASKATCHEWAN,51.94669,-106.23075,cgn_direct,1943,4,117000
Brancepath,SASKATCHEWAN,53.00182,-105.26896,agent_high,1914,1,30000
Brancepath,SASKATCHEWAN,53.00182,-105.26896,agent_high,1915,1,35000
Brancepath,SASKATCHEWAN,53.00182,-105.26896,agent_high,1916,1,35000
Brancepath,SASKATCHEWAN,53.00182,-105.26896,agent_high,1917,1,30000
Brancepath,SASKATCHEWAN,53.00182,-105.26896,agent_high,1918,1,30000
Brancepath,SASKATCHEWAN,53.00182,-105.26896,agent_high,1924,3,95000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1919,2,70000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1920,2,65000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1921,2,65000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1923,3,95000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1925,3,95000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1926,3,95000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1927,3,95000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1928,4,130000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1929,4,154000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1930,4,149000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1939,4,136000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1940,4,136000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1941,8,272000
Brancepeth,SASKATCHEWAN,53.00182,-105.26896,cgn_direct,1943,4,136000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1912,4,310000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1913,4,110000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1914,4,310000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1915,4,310000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1916,4,250000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1917,5,335000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1918,6,395000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1919,5,370000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1920,5,365000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1921,5,365000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1923,5,365000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1924,1,0
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1925,4,330000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1926,3,240000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1927,3,240000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1930,4,220000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1940,1,75000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1941,2,150000
Brandon,MANITOBA,49.84694,-99.95222,cgn_direct,1943,1,75000
Brandon..... (See page 16),MANITOBA,49.84694,-99.95222,cgn_direct,1939,1,60000
Brandon..... (See page 17),MANITOBA,49.84694,-99.95222,cgn_direct,1943,1,30000
Brandon..... (See page 18),MANITOBA,49.84694,-99.95222,cgn_direct,1940,1,60000
Brandon..... (See page 18),MANITOBA,49.84694,-99.95222,cgn_direct,1941,2,60000
Brandon..... (See page 36),MANITOBA,49.84694,-99.95222,cgn_direct,1939,1,0
Brandon..... (also C.N.R. and G.N.R.),MANITOBA,49.84694,-99.95222,cgn_direct,1928,4,230000
Brandon..... (also C.N.R. and G.N.R.),MANITOBA,49.84694,-99.95222,cgn_direct,1929,5,260000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1912,3,105000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1913,3,105000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1914,3,105000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1915,3,105000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1916,1,0
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1917,5,185000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1918,5,284000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1919,5,279000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1920,5,285000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1921,6,347000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1923,5,285000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1924,5,285000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1925,5,295000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1926,5,310000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1927,5,290000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1928,6,365000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1929,6,369500
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1930,5,299000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1939,5,299000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1940,5,331000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1941,10,610000
Brant,ALBERTA,50.51694,-113.51167,cgn_direct,1943,5,305000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1912,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1913,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1914,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1915,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1916,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1917,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1918,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1919,3,83000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1920,2,68000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1921,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1923,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1924,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1925,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1926,2,58000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1927,1,30000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1928,1,30000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1929,1,30000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1930,1,30000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1939,1,30000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1940,1,30000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1941,2,60000
Bratton,SASKATCHEWAN,51.4167,-107.16731,cgn_direct,1943,1,30000
Brawardine,MANITOBA,49.99556,-100.46361,agent_high,1920,2,57000
Brawardine,MANITOBA,49.99556,-100.46361,agent_high,1921,2,57000
Bredenburg,SASKATCHEWAN,50.94125,-102.04404,agent_high,1916,2,85000
Bredenburg,SASKATCHEWAN,50.94125,-102.04404,agent_high,1918,2,90000
Bredenburg,SASKATCHEWAN,50.94125,-102.04404,agent_high,1929,4,125000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1911,2,60000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1912,2,60000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1913,2,60000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1914,2,60000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1915,1,0
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1917,2,90000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1919,2,90000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1920,2,90000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1921,2,90000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1923,3,140000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1924,3,95000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1925,3,95000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1926,3,115000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1927,3,90000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1928,4,125000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1930,4,115000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1939,4,115000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1940,4,113000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1941,8,226000
Bredenbury,SASKATCHEWAN,50.94125,-102.04404,cgn_direct,1943,4,113000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1913,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1914,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1915,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1916,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1917,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1918,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1919,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1920,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1921,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1923,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1924,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1925,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1926,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1927,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1928,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1929,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1930,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1939,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1940,1,30000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1941,2,52000
Breeze,SASKATCHEWAN,49.33336,-102.68379,cgn_direct,1943,1,26000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1914,1,30000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1915,1,30000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1916,1,30000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1917,1,30000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1918,1,30000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1919,1,30000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1920,1,30000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1921,1,30000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1923,2,60000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1924,2,60000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1925,2,60000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1926,2,60000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1927,2,60000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1928,2,60000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1929,2,60000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1930,2,60000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1939,2,57000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1940,2,57000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1941,4,114000
Bremen,SASKATCHEWAN,52.37393,-105.7055,cgn_direct,1943,2,57000
Bremmer,ALBERTA,53.56306,-113.24667,agent_high,1920,1,30000
Bremmer,ALBERTA,53.56306,-113.24667,agent_high,1921,1,30000
Bremmer,ALBERTA,53.56306,-113.24667,agent_high,1923,1,30000
Bremmer,ALBERTA,53.56306,-113.24667,agent_high,1924,1,30000
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1915,1,30000
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1916,1,30000
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1919,1,30000
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1925,2,60000
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1926,1,0
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1927,2,65000
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1928,2,65000
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1929,2,65000
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1930,2,60000
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1939,2,58000
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1940,2,63300
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1941,3,60000
Bremner,ALBERTA,53.56306,-113.24667,cgn_direct,1943,2,60000
Bremner's Sdg,ALBERTA,,,,1911,2,60000
Bremner's Sdg,ALBERTA,,,,1912,2,60000
Bremner's Sdg,ALBERTA,,,,1913,1,30000
Bremner's Sdg,ALBERTA,,,,1914,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1911,1,25000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1912,1,25000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1913,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1914,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1915,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1916,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1917,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1918,1,25000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1920,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1921,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1923,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1924,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1925,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1926,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1927,1,30000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1928,2,65000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1929,2,65000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1930,2,65000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1939,2,70000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1940,2,70000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1941,4,105000
Bresaylor,SASKATCHEWAN,52.97068,-108.76476,cgn_direct,1943,2,65000
Breton,ALBERTA,53.10861,-114.4725,cgn_direct,1930,1,8000
Breton,ALBERTA,53.10861,-114.4725,cgn_direct,1939,1,30000
Breton,ALBERTA,53.10861,-114.4725,cgn_direct,1940,1,30000
Breton,ALBERTA,53.10861,-114.4725,cgn_direct,1941,2,60000
Breton,ALBERTA,53.10861,-114.4725,cgn_direct,1943,1,30000
Bretona,ALBERTA,53.44917,-113.33167,cgn_direct,1925,1,30000
Bretona,ALBERTA,53.44917,-113.33167,cgn_direct,1926,1,30000
Bretona,ALBERTA,53.44917,-113.33167,cgn_direct,1927,1,30000
Bretona,ALBERTA,53.44917,-113.33167,cgn_direct,1928,1,30000
Bretona,ALBERTA,53.44917,-113.33167,cgn_direct,1929,1,30000
Bretona,ALBERTA,53.44917,-113.33167,cgn_direct,1930,1,26000
Bretona,ALBERTA,53.44917,-113.33167,cgn_direct,1939,1,26000
Bretona,ALBERTA,53.44917,-113.33167,cgn_direct,1940,1,26000
Bretona,ALBERTA,53.44917,-113.33167,cgn_direct,1941,2,52000
Bretona,ALBERTA,53.44917,-113.33167,cgn_direct,1943,1,26000
Brett Siding,SASKATCHEWAN,,,,1930,1,32000
Brett Siding,SASKATCHEWAN,,,,1939,1,28000
Brett Siding,SASKATCHEWAN,,,,1940,1,28000
Brett Siding,SASKATCHEWAN,,,,1941,2,54600
Brett Siding,SASKATCHEWAN,,,,1943,1,27300
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1916,1,30000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1917,1,30000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1918,1,20000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1919,1,30000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1920,1,30000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1921,1,30000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1923,2,60000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1924,2,60000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1925,2,60000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1926,2,60000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1927,2,60000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1928,2,60000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1929,2,60000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1930,2,60000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1939,2,52000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1940,2,52000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1941,4,104000
Brewer,SASKATCHEWAN,50.98334,-102.70049,cgn_direct,1943,2,52000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1911,2,55000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1912,3,85000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1913,4,113000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1914,4,118000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1915,1,0
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1916,4,115000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1917,4,115000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1918,4,115000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1919,4,115000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1920,4,115000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1921,4,115000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1923,3,85000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1924,3,85000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1925,3,85000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1926,2,60000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1927,2,55000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1928,3,90000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1930,3,87500
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1939,2,56000
Bridgeford,SASKATCHEWAN,50.93858,-106.42008,cgn_direct,1940,2,56000
